heure;latitude;longitude;altitude;cardio
07:02:22;45.18384941853583;-1.0814174730330706;17.600000381469727;144
07:02:28;45.183305433019996;-1.08125033788383;17.799999237060547;143
07:02:32;45.182955572381616;-1.0811598971486092;18.0;144
07:02:34;45.18277611583471;-1.081228293478489;18.0;144
07:02:37;45.18253035843372;-1.0813835263252258;18.0;143
07:02:39;45.18235199153423;-1.0814188979566097;17.799999237060547;143
07:02:44;45.181904481723905;-1.0813043173402548;17.799999237060547;146
07:02:45;45.18181814812124;-1.0812720470130444;18.200000762939453;149
07:02:50;45.181413888931274;-1.081124022603035;19.0;148
07:02:52;45.18132529221475;-1.0809713043272495;19.0;148
07:02:54;45.181321520358324;-1.0807589069008827;19.799999237060547;145
07:02:56;45.18136376515031;-1.0805252194404602;19.799999237060547;144
07:03:02;45.18153224140406;-1.079754838719964;20.0;144
07:03:08;45.18170130439103;-1.078965263441205;19.399999618530273;143
07:03:14;45.18184907734394;-1.0781728383153677;19.0;144
07:03:20;45.18201034516096;-1.077383179217577;20.200000762939453;141
07:03:26;45.18217991106212;-1.0765913408249617;20.799999237060547;142
07:03:29;45.18225962296128;-1.0761917755007744;20.200000762939453;145
07:03:30;45.18228401429951;-1.076057581230998;20.0;148
07:03:36;45.18243798986077;-1.0752493143081665;17.399999618530273;149
07:03:42;45.18259380944073;-1.0744406282901764;19.799999237060547;149
07:03:48;45.18274703063071;-1.0736424196511507;19.0;148
07:03:54;45.18289715051651;-1.0728255193680525;17.600000381469727;149
07:04:00;45.18305590376258;-1.0720195155590773;19.0;150
07:04:06;45.18321708776057;-1.0711965803056955;16.799999237060547;149
07:04:12;45.18337542191148;-1.0703930910676718;16.799999237060547;151
07:04:18;45.18353040330112;-1.0695888474583626;19.799999237060547;149
07:04:24;45.183684043586254;-1.0687985178083181;15.600000381469727;148
07:04:30;45.18382812850177;-1.0680019855499268;17.799999237060547;148
07:04:36;45.18397590145469;-1.0672069620341063;18.600000381469727;147
07:04:42;45.18413205631077;-1.06641654856503;17.0;147
07:04:48;45.18428049981594;-1.0656257160007954;18.399999618530273;147
07:04:54;45.184435565024614;-1.0648516472429037;19.399999618530273;145
07:05:00;45.18457462079823;-1.064079673960805;20.0;148
07:05:05;45.18463999964297;-1.063505932688713;19.0;146
07:05:07;45.1847058814019;-1.0633870773017406;18.600000381469727;145
07:05:09;45.184815768152475;-1.063430579379201;18.799999237060547;145
07:05:11;45.1849421672523;-1.0634935274720192;18.799999237060547;150
07:05:12;45.185017604380846;-1.0634923540055752;18.200000762939453;150
07:05:13;45.18509547226131;-1.0634725727140903;17.600000381469727;147
07:05:17;45.18543158657849;-1.0634120553731918;16.200000762939453;147
07:05:19;45.18560400232673;-1.0634504444897175;16.200000762939453;147
07:05:23;45.18594145774841;-1.0636601597070694;17.399999618530273;151
07:05:24;45.18602913245559;-1.063714139163494;18.0;155
07:05:30;45.18656917847693;-1.0640336573123932;18.0;155
07:05:32;45.186762465164065;-1.0640926659107208;18.0;154
07:05:33;45.18686229363084;-1.0640947613865137;18.200000762939453;149
07:05:34;45.18696195445955;-1.064075818285346;18.200000762939453;147
07:05:40;45.187502251937985;-1.0637351777404547;17.0;147
07:05:46;45.18801891244948;-1.063298648223281;18.0;148
07:05:52;45.188546469435096;-1.0628544073551893;17.399999618530273;149
07:05:56;45.188850397244096;-1.0625662375241518;20.200000762939453;146
07:05:57;45.18891351297498;-1.062508737668395;20.399999618530273;146
07:05:59;45.18904510885477;-1.0624894592911005;21.200000762939453;147
07:06:01;45.18918190151453;-1.0625792294740677;22.0;146
07:06:03;45.189321879297495;-1.0627059638500214;21.799999237060547;143
07:06:06;45.18953436054289;-1.0629246477037668;20.399999618530273;147
07:06:12;45.189994191750884;-1.0634250473231077;19.200000762939453;144
07:06:18;45.190474558621645;-1.0639215912669897;19.399999618530273;147
07:06:20;45.190637335181236;-1.0640940070152283;18.799999237060547;150
07:06:22;45.190801871940494;-1.0642603877931833;19.200000762939453;153
07:06:27;45.19120470620692;-1.0646731965243816;20.200000762939453;150
07:06:32;45.19160460680723;-1.0651322733610868;20.0;147
07:06:38;45.19210240803659;-1.0656489338725805;19.0;148
07:06:44;45.19261001609266;-1.066169198602438;18.399999618530273;149
07:06:50;45.193111672997475;-1.0666797403246164;19.600000381469727;149
07:06:56;45.193591034039855;-1.0671842470765114;18.399999618530273;148
07:07:02;45.19404717721045;-1.0676632728427649;20.0;145
07:07:08;45.194533662870526;-1.068141208961606;19.399999618530273;147
07:07:14;45.19502978771925;-1.0686452966183424;21.600000381469727;148
07:07:20;45.19551794975996;-1.0691612865775824;21.600000381469727;147
07:07:26;45.196011643856764;-1.069692363962531;18.799999237060547;145
07:07:32;45.19650734961033;-1.0702141374349594;16.600000381469727;145
07:07:38;45.1970234233886;-1.0706905648112297;20.600000381469727;145
07:07:44;45.19755106419325;-1.0711270943284035;19.0;145
07:07:50;45.198101503774524;-1.0715111531317234;16.600000381469727;144
07:07:56;45.19867105409503;-1.0718507878482342;18.200000762939453;144
07:08:02;45.19923599436879;-1.0721838846802711;19.200000762939453;144
07:08:08;45.19980353303254;-1.0725060012191534;19.600000381469727;143
07:08:14;45.200376100838184;-1.0728277824819088;19.0;144
07:08:20;45.20095244050026;-1.0731703508645296;16.399999618530273;144
07:08:26;45.201536072418094;-1.0735148470848799;16.799999237060547;142
07:08:32;45.202130852267146;-1.0738714970648289;17.0;141
07:08:37;45.202626306563616;-1.0741820465773344;16.799999237060547;141
07:08:42;45.2031297236681;-1.0744892433285713;17.200000762939453;141
