heure;latitude;longitude;altitude;cardio
16:36:34;46.20892457664013;-74.58719375543296;229.60000610351562;116
16:36:36;46.208938490599394;-74.58730867132545;229.1999969482422;120
16:36:38;46.20894812978804;-74.58742291666567;228.8000030517578;117
16:36:39;46.20895089581609;-74.58748427219689;228.60000610351562;122
16:36:40;46.208954248577356;-74.58754101768136;228.39999389648438;127
16:36:41;46.20895827189088;-74.58759809844196;228.1999969482422;124
16:36:42;46.20896405540407;-74.58765559829772;228.0;121
16:36:47;46.209051897749305;-74.58791040815413;227.39999389648438;122
16:36:49;46.209107553586364;-74.58799188025296;227.39999389648438;127
16:36:50;46.209136471152306;-74.5880274195224;227.60000610351562;132
16:36:51;46.209168154746294;-74.58805985748768;227.39999389648438;136
16:36:52;46.209200425073504;-74.58809087052941;227.39999389648438;142
16:36:53;46.20923453941941;-74.58812448196113;227.39999389648438;146
16:36:54;46.209266474470496;-74.58815809339285;227.39999389648438;152
16:36:55;46.209300085902214;-74.58819187246263;227.39999389648438;148
16:36:56;46.209332440048456;-74.58822154439986;227.39999389648438;145
16:36:58;46.20939807035029;-74.58828365430236;227.60000610351562;140
16:37:00;46.209469148889184;-74.58834308199584;227.39999389648438;137
16:37:01;46.209507789462805;-74.58837208338082;227.39999389648438;134
16:37:06;46.209670482203364;-74.58852790296078;227.39999389648438;131
16:37:10;46.2097860686481;-74.58863510750234;227.60000610351562;128
16:37:11;46.20981456711888;-74.58865924738348;227.60000610351562;131
16:37:14;46.20989553630352;-74.58873376250267;227.1999969482422;134
16:37:18;46.21000408194959;-74.58885069005191;226.8000030517578;130
16:37:22;46.21011866256595;-74.5890018157661;226.60000610351562;125
16:37:24;46.210120003670454;-74.58910692483187;226.39999389648438;124
16:37:29;46.2100175768137;-74.58936139941216;225.39999389648438;124
16:37:34;46.20990810915828;-74.58958159200847;225.0;126
16:37:39;46.20980224572122;-74.58979801274836;225.0;127
16:37:43;46.209712978452444;-74.58997512236238;225.0;130
16:37:48;46.209611808881164;-74.59019858390093;225.1999969482422;131
16:37:53;46.209509801119566;-74.59042330272496;226.0;133
16:37:59;46.20940335094929;-74.59068062715232;227.1999969482422;133
16:38:05;46.209264462813735;-74.59090291522443;228.1999969482422;134
16:38:11;46.20908006094396;-74.5910545438528;228.39999389648438;135
16:38:17;46.208886690437794;-74.59116174839437;228.8000030517578;136
16:38:23;46.208709832280874;-74.59128085523844;229.8000030517578;134
16:38:29;46.20853171683848;-74.59137917496264;231.0;135
16:38:35;46.20835502631962;-74.59149400703609;232.60000610351562;136
16:38:43;46.2081781681627;-74.59163323044777;234.1999969482422;135
16:38:50;46.20804816484451;-74.59185074083507;236.0;138
16:38:57;46.20800550095737;-74.5921476278454;237.39999389648438;140
16:39:03;46.20795420370996;-74.59240939468145;239.39999389648438;141
16:39:06;46.207929560914636;-74.59254417568445;240.39999389648438;144
16:39:14;46.207855800166726;-74.59282010793686;241.8000030517578;143
16:39:19;46.20780425146222;-74.59305974654853;241.60000610351562;139
16:39:20;46.2077933549881;-74.59311037324369;241.39999389648438;135
16:39:25;46.207728646695614;-74.59337507374585;239.60000610351562;134
16:39:29;46.20767307467759;-74.59358076564968;237.8000030517578;137
16:39:34;46.20759260840714;-74.5938419457525;236.1999969482422;137
16:39:40;46.20751884765923;-74.59412139840424;234.60000610351562;137
16:39:46;46.20743787847459;-74.59441250190139;232.39999389648438;134
16:39:48;46.2074201926589;-74.59451970644295;231.8000030517578;131
16:39:53;46.20745422318578;-74.59479421377182;230.60000610351562;131
16:39:58;46.20752211660147;-74.59503879770637;229.60000610351562;129
16:40:03;46.20760199613869;-74.59528162144125;229.39999389648438;128
16:40:09;46.20769067667425;-74.59556149318814;230.0;126
16:40:14;46.207754546776414;-74.59581831470132;229.8000030517578;126
16:40:19;46.20782470330596;-74.59606323391199;229.8000030517578;127
16:40:25;46.20787759311497;-74.59634318947792;229.39999389648438;128
16:40:31;46.207892429083586;-74.59662809036672;228.8000030517578;129
